"variadic_templates","C++ feature allowing templates to accept an arbitrary number of template parameters (template parameter packs), enabling functions like tuple construction or printf-like templates","hard"
"fold_expression","C++17 feature that combines a parameter pack of arguments using a given operator into a single value (useful in variadic template context, e.g., summing all args)","hard"
"argument_dependent_lookup","C++ name lookup rule where the compiler also searches in the namespace of a function call’s argument types to find a matching function (also called Koenig lookup)","hard"
"multiple_inheritance","Feature of C++ allowing a class to inherit from more than one base class, enabling it to combine behaviors, but potentially introducing complexity such as the diamond issue","hard"
"diamond_problem","Multiple inheritance ambiguity that arises when two parent classes share a common base class, causing the derived class to have duplicate base subobjects, unless virtual inheritance is used","hard"
"virtual_inheritance","Type of inheritance that ensures only one shared base class subobject is present when a class is derived through multiple paths (resolves the diamond problem)","hard"
"vtable","The hidden table of function pointers used by C++ objects with virtual functions to dispatch calls to the appropriate override at runtime","hard"
"enable_if","Template meta-programming utility (in <type_traits>) that defines a type only if a compile-time boolean condition is true, commonly used to enable or disable function overloads based on type traits","hard"
"concept","C++20 feature that defines a compile-time constraint on template parameters (a set of type requirements) which must be satisfied for the template to be instantiated","hard"
"module","C++20 feature that allows grouping code into separately compiled units with exported interfaces, as an alternative to header files for better encapsulation and build times","hard"
"co_await","C++20 coroutine keyword that suspends execution of the coroutine until a given asynchronous operation completes, then resumes from that point","hard"
"rehash","Sets the number of buckets in the hash table to at least the specified number","hard"
"load_factor","Returns the average number of elements per bucket in an unordered container","hard"
"bucket_count","Returns the number of buckets in an unordered container","hard"
"bucket_size","Returns the number of elements in a specific bucket","hard"
"bucket","Returns the bucket index for a specific key","hard"
"hash_function","Returns the hash function used by an unordered container","hard"
"key_eq","Returns the function used to compare keys in an unordered container","hard"
"type_traits","Compile-time utilities for querying and modifying types used in templates","hard"
"tag_dispatching","Technique that selects function overloads using types as compile-time tags","hard"
"expression_templates","Metaprogramming technique to build expression trees at compile time, avoiding temporaries","hard"
"policy_based_design","Template-based technique allowing customization of class behavior via policy classes","hard"
"enable_if","SFINAE utility to enable/disable function overloads or template instantiations","hard"
"conditional","Compile-time selection between two types based on a boolean condition","hard"
"integral_constant","Template that wraps a constant value in a type and is used for compile-time computations","hard"
"stack_trace","Captures and holds a snapshot of the current function call stack at runtime","hard"
